id	Text
503	Also lack of sex drive.
504	After listing all of the side effects, it may sound funny to say this, but I have loved Lexapro.
505	barely any anxiety or major depression symptoms which has made it easier to deal with the physical side effects.
506	upset stomach, head was foggy but went away after few weeks , nights sweats, loss of memory seems to be ongoing (short term memory).
507	i have taken it for 2 years and feel great, very little to no anxiety at all, some weight gain.
508	Mild sleeplessness, unsatisfying yawns that went away after a month or so.
509	What I hate most though is the clenching of the jaw, That hasn't gone away, Overall, I'm happy with Lexapro.
510	I'm relieved to see that a lot of you are reporting clenching of the jaw.
511	I thought there was something seriously wrong with mine, so I'm glad to know it is a side effect and not something else.
512	increased anxiety, sleeplessness, increased appetite, increased sensitivity, BUT only for first few weeks of upping dosage.
513	headache, dizziness, loss of sex drive, insomnia.
514	I had headaches the first few days but those have already gone away.
515	Weight gain; supressed sex drive; lots of sleeping.
516	I checked myself into the ER 3x in one week certain that I was dying.
517	I vomited for three days straight.
518	Heart palpitations for 2 weeks.
519	"Along with the ""brain zaps"" people tell about."
520	And a feeling of eminent doom 24/7)  Like you just saw a dog get hit by a car.
521	Sleepiness.
522	all the time, yet will have trouble falling asleep at night, can nap for half a day no problem.
523	Jaw clenching at night and during the day, Nausea, Stomache pain, loose bowel movements, followed by constipation, Feeling dehydrated, and dry mouth, Headaches, blurred vision, increased episodes of vertigo.
524	Some initial weight gain, but has now setteled down and am experiencing the reverse.
525	Episodes of ravenous hunger and loss of appetite.
526	Indifference to food.
527	Difficulty achieving orgasm, less intense orgasm.
528	Despite the many side effects I love this drug.
529	Did gain some weight but after being on the drug for 9 months that seems to have settled down.
530	My appetite has lowered significantly since being on higher dose.
531	The fatigue and sleepiness is a pain, but am willing to put up with it as it beats not being able to get out of bed.
532	takes much longer to climax.
533	at first some 'hung-over' feeling.
534	It's very hard to cry.
535	Lost weight at first.
536	Sleepy, lethargic, zombie like state.
537	lower libido than usual.
538	Side effects were sleepiness and excessive sweating.
539	The excessive sweating seems to have stopped about a week ago, sex drive has been as great as always, and right now at 5mg Lex with 1 1/2 mg of Alprazolam a day.
540	Loss of sex drive; massive weight gain, forgetfulness.
541	I went up to 20mg and found I was putting on a lot of weight.
542	"Tiredness a few hours after taking, ""the munchies"" -> some weight gain, dulled emotions (though this improved with time), slight sexual side effects."
543	Side effects are annoying but a small price to pay for my life back.
544	Sweating at night.
545	Initial weight gain, but have since lost it.
546	Other than an initial difficulty reaching orgasm I've had no problems achieving orgasm after the first 4-6 weeks of being on Lexapro.
547	Until I woke up nauseous, as soon as I ate I was fine, 2nd day: no side effects.
548	I was social, but that night woke up at 2:15 sweating and in a terrible panic attack(not from a dream) but heart racing, swallowed breath, felt emotionally traumatized.
549	Over all I'd say these side effects are much easier go deal with than before & am very happy to be on the route to a steady, happy life!
550	WEIGHT GAIN first two weeks a little dizzy.
551	then fine must take in AM, keeps me awake at night, love it, amazing.
552	some weight gain.
553	Bad: Nauseated and jittery for the first few days, like a sugar crash or a caffeine high, Good: I am sleeping like a baby for the first time in years.
554	First three days of taking Lexapro to made my head feel like it was going to blow up.
555	There was a lot of pressure, After that, day four was when I felt great.
556	Help with anxiety and depression (bipolar related) Had dry mouth for a month when first starting it, None
557	Slight headache, upset stomach, decreased libidio but able to climax, slight increase in anxiety in the begining, increased dreaming.
558	weight gain.
559	I have been on Lexapro for a while and my doctor took me off and switched me to Wellbutrin because I had gained 18 pounds in 2 months, BIG MISTAKE.
560	Slight nausea after taking the pill but nothing noticable after that.
561	night sweats, trouble sleeping, heart racing, nervousness, weightloss but all of these gone away after a few weeks.
562	First few weeks: fatigue, dry mouth, jaw clenching, night sweats, always feeling too warm, vivid dreams, What's still with me today?
563	: extreme fatigue, night sweats, always too warm, slight jaw clenching, vivid dreams.
564	Weight loss of about 10 lbs and I'm not complaining about that.
565	I can deal with all these side effects, but would love to get rid of the fatigue.
566	Sometimes I think the vivid dreaming keeps you from getting quality sleep, However, this medicine has been great-I had anxiety from divorce, new home, new job and dealing with a severely depressed ex-spouse (who is now on Effexor).
567	Some typical antidepressant side effects, but nothing too serious.
568	I had a few emotional side effects, but they went away very quickly.
569	slight loss of libido.
570	Decrease in Sex Drive, Flat Mood, Sleeplessness.
571	My only complaints thus far are my lack of sex drive and my mood can be a little flat at times.
572	I have had a hard time falling asleep on this drug.
573	I have a general feeling of malaise; I also had some insomnia when I first started taking it (that was resolved by taking in the morning instead of the evening).
574	Fatique (hard to get out of bed in morning), difficulty (but not impossible) to have orgasm and weight gain.
575	I stopped taking it because I missed having orgasms and was sick of the weight gain and fatigue.
576	It has very mild side effects when starting or stopping.
577	some dizziness, nausea, tiredness.
578	At 20 mg, depression was completely under control, but had weight gain and mild insomnia, o
579	I was shaky and could not sleep.
580	I had no appetite.
581	naseau, tiredness,.
582	5 lb weight gain initially.
583	horrible inability to swallow, shortness of breath, extreme decreased appetite, increase in energy, vivid nightmares, extreme decrease in the amount it takes to get drunk.
584	i also get crazy drunk with less alcohol.
585	Decreased sex drive (but no problem performing), delayed orgasm (however, orgasms seem a bit more intense), moderate night sweats (primarily legs and groin area), slight tremor in right hand (only briefly and immediately upon waking up).
586	The side effects have been very minor for me.
587	Sometimes prolongs ability to go to sleep.
588	Routine Side Effects for 4 weeks.
589	This medication caused me, like so many other people with bipolar disorder, to freak out.
590	I cut off all my hair and took the remaining 40 pills after taking about 10 pills as prescribed so it did not take long for me to get into this semi-suicidal state.
591	Never experienced a panic attack until AFTER taking only 4 doses (25 mg.) of this medication.
592	Had 2 panick attacks while on Zoloft, quit taking the drug and have not had any more attacks, but now I am dealing with the fear of when/where the next one will take place.
593	that is  increased anxiety.
594	our doggie is very sick, and i was up with her all night last nite, didn't sleep.
595	My stomach is a wreck.
596	burning and diarrhea all nite.
597	had to pee every five minutes all night.
598	I feel very speedy and my heart is racing.
599	My stomach is on fire, and feels like i drank draino.
600	Took the pill for depression for a year and a half, extreme weight gain, no sex drive, even more depressed
601	Made me really forgettful, weakness so bad it was a struggle just to comb my hair.
602	Also made me extremely angry.
603	suicidal thoughts, no sexual satisfaction, horrible drug.
604	I got so depressed on it that I swollowed the whole bottle hoping to end my life, but luckilly Iam still here
605	Increase in panic attacks / anxiety,  weight gain (10lbs), headaches and vivid dreams.
606	Made me have tremors, also made me feel like I wanted to crawl out of my skin.
607	I have been off this drug for almost 3 years and I still feel like this!
608	Severe chest pain, huge weight gain, onset of fibromyalgia and horrible arthritis pain.
609	Have been off work for 8 months due to the effects of Zoloft.
610	Within 45 days of starting Zoloft I gained 50+ lbs I started having sever chest pains.
611	I had to have a heart cath, echo, stress echo and several other heart test.
612	Was in ER 4 times and Was in CCU 2 times.
613	I was so sick I thought I would die.
614	Stayed away from my grandkids cuz I didn't want them to find me dead.
615	Lost all of my energy.
616	developed Shortness of breath, fibromyalgia type pain, arthritis pain.
617	Could barely walk.
618	I have been off work for 8 months.
619	I lost my job and will have to find another one.
620	Not sleeping for over 48 hours, heart palpitations, ending up in hospital in a manic state.
621	Total sexual dysfunction which has continued for six months with no improvement after stopping the medication.
622	Facing the possibility of a lifetime with no sexual enjoyment (and the impaired relationships this implies) has been devastating.
623	Suicidal ideation, weight gain, suicidal tendencies, tingling fingers, dizzy, tremor, insomnia.
624	After taking this for three weeks I began to not process thoughts well and found it difficult to concentrate and function well.
625	I felt very shakey in my hands especially in the afternoons making tying a bow or a knot very difficult.
626	I found work hard to focus on and suffered some memory difficulties.
627	I was carrying out 'risky' behaviours and after 4 weeks of taking it I ended up in the emergency department of the hospital twice in 4 days for over-dosing.
628	I had never previously carried out any risky suicidal behaviours until after taking zoloft for 3 weeks.
629	Long-term use of SSRIs (not just this one) caused Serotonin Syndrome, which included incontinence.
630	Weight gain (20lbs), no sexual feelings at all, inability to reach orgasm, terrible night sweats, tremor in hands, headaches, feeling of foggyness, and fatigue, At first, I din't realize all of these side effects were related to Zoloft.
631	didn't notice much difference until 75 mg- where i completely freaked out.
632	i thought about suicide and was VERY scared to continue any other sort of SSRI.
633	severe agitation , really lightheadnessed , suicidal thoughts .
634	being sick all the time .
635	"feeling really weird on it sevre visual disturbances and extreme weakness

."
636	Within a few days of taking it, horrible anxiety.
637	I slept a lot, had no appetite whatsoever, lost weight, felt like I was not myself at all.
638	I practically had a nervous breakdown on it.
639	Yawning A LOT.
640	I just felt so weird all the time, I HAD to come off it.
641	"I had a very bad reaction to this, though it does appear to help some, Don't be afraid to tell your doctor what it is doing to you and don't just go along with their ""the side effects will go away."""
642	Weight gain (20lbs), no sexual feelings at all, inability to reach orgasm, terrible night sweats, tremor in hands, headaches, feeling of, At first, I din't realize all of these side effects were related to Zoloft.
643	distrust of all include myself, insomnia, dizziness, lose weight, anxiety, panic attack, swoon.
644	Six hours after my first small (25mg) dose I had diarrhea.
645	On day 3 I tried to exercise and began sweating profusely after about 10 minutes.
646	I awoke on day 4 with nausea and listlessness.
647	I tried to go to work but could not.
648	I laid on my sofa for hours, sometimes awake, sometimes asleep, feeling nauseated and  listless.
649	after taking just 2nd low dose sent my anxiety through the roofracing thoughts,didnt sleep on it plus a volcano of negative emotions racing inside me.
650	ended up physch primary care with it.
651	Night terrors, Vivid dreams, Nightmares.
652	auditory hallucinations everyday!
653	Severe teeth clenching/TMJ which caused excruciating headaches .
654	clenching came on right after taking the dose and would gradually wear off .
655	took me three days to figure out the connection, during which I was laying in a darkened room with a migraine.
656	Excessive sweating, nervousness, sick stomach, zombie-like feeling, tiredness, etc.
657	I would not recommend this drug to anyone, it is not worth the hell you go through, due to the side effects.
658	extreme nervousness, uncontrollable urge for innappropriate laughter,emotional numbness, profuse sweating, the list goes on and on.
659	I struggled with the decision to take it because I was so worried that it may harm him because it does pass into breast milk in tiny amounts.
660	Total loss of libido, horrific nightmares, insomnia, weight fluctuations, irritability/angry all the time.
661	I was on Zoloft for about 4 months, and after the first 2 weeks I had absolutely no sex drive.
662	After the first 3 weeks, the nightmares began, and became increasingly gorey and horrific, to the point I would become paranoid.
663	I began sleeping in odd patterns, for only a few hours at a time.
664	My weight would increase, then decrease, then increase again.
665	When I went off of it, it was because I had become so angry and irritable I couldn't be around anyone because I would become violent at nothing.
666	soon after take it, knocked out feeling, extreme yawning, foggy brain, and absolutely no sleep at 3 consecutive nights even with sleep aid!
667	didnt feel like myself, irritability.
668	loss of feelings.
669	Unless you want to be a walking zombie
670	nausea, gases, diarrhea, eructation, o
671	Gained weight, moodswings, wasn't able to sleep at all.
672	I had to quit taking them because of all the side effects that just wouldn't pass.
673	Sexual dysfunction, no orgasm, very low libido, persistent brain fog.
674	I went to doctor for my acid reflux and as it turned out he prescribed this poison to me without even telling me what this shit is and what does it do to my body.
675	i have stopped taking sertraline for 4 days now and the side effects haven't worn off yet.
676	caused muscle tension - especially painful jaw clenching - took myself off. 
677	I had some minor gastrointestinal issues.
678	I am tired, have headaches, and don't really want to take it anymore.
679	Insomnia no appetite anger mania crying spells anxiety.
680	finding it really hard to cope on this, have to take something to make me sleep, force myself to eat.
681	Please anyone does this go if so when, can you ever sleep, feel so low have to take dizapan to sleep and thats not good long tern please email me thanku
683	A week after the commencement of my treatment I took a razor blade and cut my wrists.
684	This medication has made me more suicidal than I used to be.
685	It was the time of my exams at university, and unfortunately I was unable to think and concentrate on anything and therefore failed. 
686	Horrible isomnia, felt like I was in a fog.
687	Absolutely no libido or orgasms.
688	No feelings at all, happy sad, nothing.
689	then went suicidal.
690	GI Distress, Headaches at base of skull, Lethargy, Blurred Vision, Sleep Disturbances (nightmares), anxiety.
691	increased anxiety, nausea, loss of appetite and weight,heartburn, diarrhea, eye twitching, jaw clenching, insomnia, have to take xanax in order to take Zoloft.
692	Weight gain, tiredness, completely killed sex drive.
693	Even though I gained weight and had no sex drive I didn't much care about it.
694	I was sleeping at least 9 hours a day and still felt tired upon waking, yawned throughout much of the day, However, over time I felt it was becoming less and less effective.
695	The side effects were tough to take and it no longer seemed like a good tradeoff.
696	headache on left side of head, left eye pain, numbness in face hand s arms legs, stiff neck and shoulders, vivid dreams,no sex drive.
697	Seems to make my anxiety worse.
698	I'm too worried about the side effects I'm having.
699	Pain in left arm as well makes me nervous.
700	Has made my hypochondria worse.
701	increased anxiety during the afternoon which i dread.
702	I dont know if I should stay on this or not, i'm only on 25mg for 6 days so far but i cant take much more of this afternoon anxiety.
703	Weight gain, hair loss, headaches, insomnia.
704	The side effects got to be too much (headaches everyday, problems sleeping, gained 10 pounds, would lose a handful of hair everyday) and I weaned myself off of it, only to experience strange seizure-like zaps in my brain that would last for just a second but were very distressing.
705	Vastly increased moodiness, extreme levels of excess energy, minor hallucinations, irritability, reduced sex drive, lasting dissociative symptoms.
706	I had multiple recurrent thoughts of suicide, the worst self harm I have ever done, all culminating in an overdose on the drugs, leading to an overnight hospital stay.
707	Initially loose bowels, headache, flu-like feeling.
708	Ongoing loss of appetite, insomnia, jittery feeling, increased anxiety and depression.
709	weight gain, hairloss, hallucinations, back pain, muscle spasms, numbness in hands.
710	But the side effects I am experiencing are bothersome.
711	I was suprised to read through the comments and no one elses experienced hairloss.
712	Woke up this morning with jitters.
713	That subsided around 10am, That's when I noticed how much of a space cadet I was feeling.
714	My head was in an unbelievable fog.
715	I was able to focus and concentrate and hold conversations but I just felt in a daze.
716	It is now almost time for bed/my next dose and I still have that feeling in my head and slight headache.
717	I wish I could give this time to kick in but really I had problems while I was at work today and can't do the adjustment period.
718	have had continuous diarrhea since I started taking this pill.
719	I've gained 15 pounds.
720	I feel bloated all the time, Very tired.
721	Some days constant hunger, other days no appetite at all.
722	NO SEX DRIVE whatsoever,insomina, no motivation, lack of energy.
723	Been taking it for the last month and I can tell it is helping but the side effects are awful!
724	I cannot have an orgasm to save my life!
725	On top of that I cant sleep without a trazdone or ambien pill and when I get home from work
726	Nausea, Increased perspiration, Increased heart rate, Weight loss (I've lost about 10-15 lbs, now I'm under 100lbs), Restlessness, Clenching my jaw, loss of appetite.
727	It worked wonders the first time, but this time around I have been getting all of those symptoms.
728	I take them at night with Trazadone for insomnia.
729	Headache, dry mouth, dizziness, chronic fatigue, increased appetite, stiffed jaw, decreased libido, weight gain, brain fog.
730	Zoloft did help with my anxiety but the side effects were just to much to handle to the point that I would rather live with anxiety than to live with these ugly side effects.
731	The side effects got stronger and stronger as I felt brain fog, chronic fatigue and all those other side effects I mentioned on a daily basis.
732	I would also wake up in the mornings drained out feeling dizzy, making it real hard for me to get ready and go to work.
733	I also gained like 7lb while on zoloft.
734	can't stop eating.
735	Hungry all the time, Tired, Can't get out of bed, More irritable.
736	Shortly after taking this medication I would get severe stomach cramps that would last a few minutes.
737	I also had the desire to drink alcohol heavily and got really drunk really fast.
738	Zoloft did nothing for my depression, just made me crave alcohol ( I was not a heavy drinker before or after taking Zoloft).
739	initial nausea, eventual lack of emotion (both positive and negative). 
740	Yawning every minute or two.
741	Diarrhea for two weeks.
742	Side effects so far outweigh the lack of benefits.
743	The last 4 days I have sleep 8-10 hours and then wanted to lay in bed another 4)  I can't take the side effects and go to work.
744	At first, terrible diarrhea.
745	After a few days, insomnia and headaches.
746	After a few weeks, extreme apathy and lack of initiative/drive/motivation.
747	This medication caused a horrible dopamine imbalance, which current medicine can, but WILL NOT TREAT.
748	dizziness, nausea, extreme loss of appetite, diarrhoea, lethargy, tingling in fingers, sleeplessness, low blood sugar from loss of appetite.
749	Took 1 50mg tab at 10pm and woke at 1am feeling weird.
750	Was bedridden that day, Didn't take another tab but still feeling side effects a day later.
751	I know Zoloft works for a lot of people, but I am breastfeeding and have a 2-year-old to look after, so I can't keep taking it in the hope that the side effects might go away after a week or 2)  I need to be able to eat and function.
752	zomby-like emotionlessness.
753	I felt dead on this stuff.
754	but I wasn't anything positive either, just BLAH.
755	I had no reactions, no emotions, no laughter, nothing.
756	had a very strange reaction to this drug, one which some people also seem to experience.
757	I got very speedy and high off of this drug in addition to feeling standard SSRI effects.
758	"The ""speed"" side effect was very unusual, and I could see it casuing addiction in some people."
759	"Dizziness, loss of appetite (initially), ""staring into space""."
760	When I first starting retaking it, I had no appetite for about 2 months, but that went away.
761	More recently, I have experienced dizziness when standing, especially after I get out of the car.
762	My dosage was increased earlier this year after a traumatic episode and I found the dizziness to be worse.
763	I haven't fainted but I started to see black spots.
764	I am still dizzy but a little better I also find that I will sometimes zone out.
765	big weight gain!
766	no sex drive at all.
767	zoloft worked wonders for my depression,but after gaining a ton of weight and losing the desire to be intimate with my husband i have switched to wellbutrin xl.
768	i hope i can lose the weight and regain my libido.
769	Side effects only lasted for a week.
770	Now im 28 and it gave me restless leg syndrome, paranoia, anxiety and I craved sweets constantly.
771	severe migraines, extremely low sex drive, mania, excitability, difficulty sleeping, weight gain, rapid thinking.
772	i think there are better drugs out there now to treat anxiety and depression, this drug has far too many side effects for anyone to feel comfortable taking it.
773	hands shake, memory isnt as good. 
774	Headaches, mood swings, grinding teeth, feeling low, loss of concentration,anger, suicidal and omicidal thoughts.
775	I started taking it at 100mg and then went on 50mg due to headaches I was also using endep 50mg for insomnia and pain.
776	No sex drive.
777	Vivid dreams/nightmares.
778	EXTREME acne around mouth and jaw.
779	However after dealing with this acne I'm going to try another med.
780	Sexual dysfunction, extreme hunger, carbohydrate cravings, weight gain, insomnia, acid reflux, fatigue, water retention, eating disorder thoughts, spacey thinking.
781	Medicine would stop working and I'd have to up the dose, anything above 25 MG and the side effects start to very badly effect my life.
782	weight gain,agitation,hair loss,sleep disturbance. 
783	completely destroyed what was left of my sex drive (and almost my marriage).
784	Also helped me gain over 40 lbs that won't come off no matter what I do.
785	Chronic constipation, too.
786	Don't like that feeling of not caring about anything, though, good or bad.
787	Lack of sex drive, no orgasms.
788	Weight loss.
789	Sweats.
790	First 2 days had loose stools.
791	This morning my jaw felt tight and then I suddenly was hit with an overwhelming feeling of panic.
792	My heart was racing, skin tingling, and even oddly numb.
793	Basically felt very very strange.
794	Initially - zombie like feeling, no emotions, intense yawning; Ongoing - extreme fatigue, ZERO sex drive, chills (that is  feeling like someone is walking over my grave.
795	not cold chills), TMJ (from clenching jaw at night).
796	However, after a few months, I feel like all I want to do is drink.
797	It seems like I've become an alcoholic since starting Zoloft.
798	I have NO sex drive and am always tired.
799	I also get bouts of suicidal thoughts.
800	Lack of sexual desire, harder to reach orgasm.
801	Helped with depression but total lack of desire for sex
802	weight gain of 30 pounds. 
803	Lack of sex drive, weight gain, sleep problems.
804	Started taking it after Prozac and (can't remember the name) made my stomach hurt so bad.
805	non-existent sex drive. 
806	Dry mouth, nausea,no sex drive, and RLS worsened.
807	It made my RLS 4xs worse.
808	Also my sex drive went from brooooom brooom to put put if any.
809	In the first couple of weeks I had SEVERE drymouth and hated that.
810	"I find that I am constantly clenching my jaw and it feels ""funny"" when I yawn or smile."
811	I also feel very, very groggy in the mornings and have to force myself out of bed, but once I'm up, the grogginess fades pretty quickly and I actually have energy throughout the day.
812	The only side effect I've had is it has completly shut down my sex drive.
813	MAJOR head pressure, dizziness, moodiness, agitation, no patience, insomnia, suicidal thoughts.
814	The depression lifted a bit but the anxiety, head pressure, dizziness, insomnia were unbearable.
815	Then the doctor increased it to 150 mg which made the head pressure worse so I slowly got back down to 100mg.
816	I am still feeling head pressure which is causing my moodiness but the doctor doesn't believe me.
817	If this head pressure will go away, I think I would be able to cope much better.
818	I guess I'll wait to see if this head pressure will ever go away.
819	The first couple of days I noticed slight dizziness within an hour or so of taking it but it resolved itself.
820	Dry mouth also for the first few days.
821	Insomnia was horrid the first 2-3 days, not sleeping but 2-3 hours each night.
822	Other than that, nothing - until week 3 when I all of the sudden experienced moderate nausea/vomiting and pretty good dizziness constantly.
823	weight loss in the 3 weeks I took it.
824	Decreased appetite.
825	I started low, 25 mg's the first 7 days, then increased to 50)  The first couple of days were rough with the insomnia but when that cleared up I felt fine, like I wasn't taking anything.
826	It wasn't until the 3rd week that I started to feel as though I had the flu.
827	Well, this lasted for 7 full days and I stay home with my 3 small children, it wasn't working!
828	No nausea/dizziness like I experienced yesterday and the 7 days prior.
829	I really wanted this to work and I do think it mellowed me out a bit, I wasn't so on edge, so jumpy and moody and irritable.
830	I just can't go on indefinitely feeling like I was going to fall over or vomit all day.
831	Tired, dry mouth, dizziness on occassion.
832	no orgasm during sex.
833	no orgasm during sex
834	was very tried until I started taking concerta for add.
835	I have gained 15 lbs in about 3 months.
836	I think due to the fact the zoloft has numbed any feeling of guilt of what I'm eating.
837	Also I had a very slow metab.
838	Lack of ability to obtain erection (before taking, it was almost as if I could just think about something sexual to obtain erection, now my girlfriend and I both need about 10 minutes of heavy passionate kissing to even get horny (she is also on Zoloft now), Ejaculating problems, mainly sexual side effects.
839	Bad sexual side effects.
840	sweating, dry mouth, increased anxiety.
841	dry mouth, increased sweating, sexual problems (libido and ability).
842	I was taking 200mg every morning, however I now only take 50mg as I am trying to get my sexual problems to improve.
843	No appetite I went 3 days without eating and didn't realise until my partner was ramming a sandwich down me, now just a smaller appetite and still forget to eat.
844	Blurred vision, diarrhoea, nausea, heart burn, hyper/wired can stay awake for 48hrs so have to take a sedative to sleep, insomnia, brain zaps/waves like vertigo but whilst sitting, speech problems and speech block, memory loss, suicidal thoughts with one attempt, dry mouth, involuntary movements like jerking.
845	Reading through this yes the side effects have been awful and pretty persistent but I'll now explain below.
846	with zoloft of 50mg then 100 mg, I experienced a decreased sex drive- and inability to have orgasm.
847	more tiredness and irritable when I had to get up.
848	monotone in emotion.
849	I felt like I existed- monotone.
850	nothing was funny and nothing made me too upset either.
851	just shrug my shoulders as my living room curtains caught fire from melted heater wire that sparked.
852	Loss of sex drive, manic episodes, trouble sleeping.
853	Although side effects were minimal, I started having severe manic episodes after a few weeks - driving 500 miles for no reason, not sleeping for days, etc Eventually I was taken off Zoloft and placed on Lamictal, which is now slowly reducing my manic episodes.
854	Zoloft helped balance my mood after about a month, but the mania made my life more difficult.
855	loss of sex drive, increase in anxiety.
856	feel like when i get upset it just makes it worse and i dont feel like myself. 
857	Vivid dreams, night sweats, extreme lethargy, decreased interest in sex, feeling emotionless, nausea.
858	I felt an almost instant change with this drug, but ended up spending a lot of time in bed feeling tired and indifferent instead of going to class.
859	No sex=no good, though.And you'll probably scare your partner away anyway after they realize that you've soaked yourself, your pj's, and the sheets through with night sweats.
860	After you threw up 30 minutes after taking your pill.
861	weight gain, extreme spaciness and forgetfulness, loss of vocabulary, lethargic, cloudy head, lack of concentration.
862	I'm tired all the time, have gained 10 pounds and can't think straight.
863	This drug has made me feel really stupid and I find myself at aloss for words quite often - simply because I can't think of the right words to use.
864	"for the first 2 weeks, ""jittery"", and tired in the day, but these went away totally, still sexual dysfunction."
865	Sexual side-effects, insomnia.
866	night sweats, yawning, vivid dreams (but not bad ones); the first week felt dizzy; slightly reduced libido but more difficulty in reaching orgasm.
867	I feel tired a lot in the middle of the day but I always have in the winter anyway!
868	Sex is still enjoyable but it's harder to climax, which is annoying, but I think is getting better with time.
869	It has really helped for symptoms of depression and with less side affects than I was afraid of.
870	stayed awake for the first week or so.
871	Absolutely no libido!  
872	Dry mouth.
873	At first nausea,diareah,shakiness, sleeplessness, brain zaps, muscle twitches, jaw tightness, vivid/scary dreams,loss of sex drive.
874	The side effects were like living a second version of my personal hell.
875	I miss orgasms, but I like the person I am now a lot better than I was.
876	WEIGHT GAIN!
877	allot of weight gain.
878	"You will end up with a light headed feeling and what I call ""trailers' meaning that it takes your eyes a second to catch up with your focus. "
879	very low libido, no sex drive, intensified affects of alcohol tremendously, it relieved crying episodes, it helped me get my life back as far as enjoying things. 
880	Initially went cycling like a yo-yo with mild mania and depression.
881	It was stimulating and I was hyper for a few months.
882	It felt stimulating and made me hyper for quite a while.
883	At first I had super dry mouth and wanted to sleep forever.
884	That went away and then I had terrible problems reaching orgasm.
885	After 6 weeks or so my sex drive vanished completely.
886	My love life suffers due to the lack of sex but it lets me focus on other areas.
887	greatly decreased libido.
888	weight loss/maintenance.
889	Lack of interest in sex ruined my marriage.
890	Difficulty reaching orgasm, wierd dreams, weight gain.
891	I can still orgasm it just takes longer.
892	Dizziness, dry mouth, mild sour stomach(no vomitting), slight insomnia, weight loss, mild apathy, decreased sex drive, and fatigue.
893	I find myself able to fully concentrate, despite the slight dizziness and brainfog it gives.
894	I stated I feel apathy, but I believe its because I feel apathy towards things that used to make me sad and depressed, and anxious.
895	Even though I feel slightly numbed out, I notice I'm more relaxed than I have ever been-the brainfog does not interefere with my patient care and safety.
896	again I'm depressed and ho-hum not to mention I've gained 20lbs I wholeheartedly blame on the zoloft.
897	Nausea, weight loss in beginning.
898	0% sex drive, difficulty sleeping, nightmares, profuse sweating.
899	The nightmares and seeing things at night made me opt for another med.
900	WEIGHT GAIN!, WEIGHT GAIN!, AND WEIGHT GAIN.
901	The weight gain is the only reason I stopped taking it.
902	Brain fog, derealization/depersonalization, lack of concentration, hard time remembering things.
903	The first 2 weeks I had a headache, I couldn't stop grinding my teeth and I was a little restless but it all went away.
904	loss of libido, drowsiness.
905	I think it did make me sleepy because I was constantly napping, but that may also partly have been carried over from when I was depressed and unmedicated (I slept to avoid how I was feeling).
906	After a year or so I realized I didn't have much of a libido anymore and after about 2.5 years on Zoloft I finally changed my medication, but if it wasn't for that side effect, I most likely would have stayed on it.
907	weight gain and jaw clenching.
908	I love the effects of this med, except that now I am noticing weight gain (7lbs in last 2 mo.)
909	"It gets a ""4"" because of weight gain and how long it took to work (2 months)."
910	Jittery, clenching/grinding teeth, insomnia, lack of libido.
911	It certainly works for what I'm taking it for, but sometimes it can be very hard to handle the side effects I experience with it.
912	Severe diarrhea, which caused bad abdominal cramping.
913	Only had to stop it because the diarrhea never stopped.
914	only experienced side effects such as Nausea for the first week or two of taking this medication.
915	These are side effects that continued throughout treatment with the drug.
916	tiredness, increase in alcohol abuse/depenence (not near as bad as paxil), slightly decreased sexual desire(again not nearly as bad as paxil), somewhat decrease in energy, occasional euphoria.
917	This always made me a little bit manicky.
918	Now that i just started back on it, i'm experiencing the usual side effects when starting(tiredness, nausea, constipation, flucuations in mood and appetite, sweating).
919	sleeping a lot, low energy, sometimes hungry sometimes not, jaw grinding quite a bit, feeling ok then really down unexpectedly, sometimes not able to sleep until 4am, not much feeling down below, want to express myself and cry but can't, dry mouth sometimes, cigarettes don't taste as good, alchohol cravings sometimes, zombie like feeling but this improved on taking med at night.
920	Initially, some insomnia which subsided.
921	Long term: low libido, fatigue.
922	Memory loss, sweating.
923	I had terrible panic and anxiety.
924	Sexual side effects.
925	Virtually impossible to ejaculate. 
926	gained 5lbs, decreased sexual desire.
927	Really very few side effects-I think it's great.
928	None at first, but over time I realized 1) I had gained 50 lbs in the last 3 years, 2) I had anxiety attacks that I previously never had , 3) Restless Leg Syndrome, 4) Sweaty and HOT nearly all of the time.
929	5) Still had several months during the year when I was fatigued and too tired to function.
930	I stopped taking Zoloft because I was still having several months out of the year when I felt like it wasn't helping - I had no motivation and just wanted to sleep all day.
931	Plus, in the last year, I experienced anxiety attacks more frequently which slowly created phobias I never had before.
932	The last straw was feeling hot all of the time.
933	People look at you strange when you wear short sleeves in 40 degree weather.
934	Unfortunately, the side effects began to be too much for it to be worth it.
935	At greater then 50 mg experience sexual side effects.
936	Bad vivid dreams.
937	If I increase to 100 I have sexual side effects immediate.
938	Really can affect sleep.
939	Have many dreams, usually bad, that sometimes can not determine from reality.
940	Decreased libido and insomnia. 
941	Headaches & mild nausea for a few hours after taking it for the first few weeks.
942	Both subsided in a couple of weeks.
943	I experience some drowsiness so I take it at night.
944	For the first couple of weeks, I'd get headaches and have mild nausea after taking the pill.
945	But they came back after that - as colorful as before.
946	I read where others have experienced vivid dreams as a side effect, but I've always dreamed pretty vividly so this doesn't bother me.
947	I do still get the drowsiness about an hour after I take it, so I take it at night.
948	For the first 3 or 4 months, I noticed a slight decrease in libido, but at this point my sex drive is back in full force plus some.
