Annual Income,Years of Credit History,Maximum Open Credit,Current Loan Amount,Current Credit Balance,Monthly Debt,Credit Score,Home Ownership,Years in current job,Tax Liens,Number of Open Accounts,Number of Credit Problems,Months since last delinquent,Bankruptcies,Purpose,Term,Credit Default
1496288.0,16.3,1525062.0,541420.0,504450.0,26310.0,728.0,1,7,0,15,0,44,0,0,1,0.0
830889.0,12.6,519552.0,309870.0,127889.0,22503.0,710.0,1,10,0,13,1,26,1,0,1,0.0
1350083.0,12.2,325490.0,223322.0,168663.0,15076.0,724.0,1,5,0,10,0,34,0,0,1,0.0
996237.7349714055,14.2,210606.0,310376.0,120783.0,7240.0,730.7475245680191,1,2,0,3,0,32,0,0,0,0.0
948784.0,14.4,287122.0,295944.0,220932.0,16359.0,708.0,1,7,0,7,0,34,0,0,0,0.0
1267319.0,13.5,319330.0,284683.52977378416,147269.0,16264.0,751.0,2,0,0,3,0,35,0,0,0,0.0
1375049.0,14.0,873422.0,431684.0,220267.0,10015.0,751.0,1,2,0,10,0,33,0,0,0,0.0
794175.7479240507,18.8,754336.0,128480.0,155040.0,7822.0,725.4438190817615,2,4,0,18,0,6,0,0,0,1.0
1942335.906835408,19.2,647900.0,310618.0,507509.0,36579.0,692.8202296235467,2,10,0,30,0,47,0,0,1,1.0
364572.0,18.4,214302.0,119064.0,109934.0,5043.0,739.0,2,5,0,4,1,44,1,0,0,0.0
1514390.4113802267,14.5,540408.0,570680.0,82612.0,12876.0,688.1149193361449,1,10,0,10,1,40,1,0,1,1.0
1934342.8125844076,17.6,1023484.0,777018.0,339416.0,16357.0,693.7451371228032,1,6,0,15,0,32,0,0,1,1.0
1723528.0,15.7,986436.0,759220.0,222357.0,28582.0,693.0,1,7,0,13,0,50,0,0,1,1.0
956460.0,24.0,241384.0,221496.0,102562.0,10043.0,741.0,1,10,0,9,1,47,1,0,0,0.0
1009413.0,21.1,427658.0,33088.0,210900.0,8580.0,715.0,1,10,0,11,0,33,0,1,0,0.0
995999.0,19.3,288244.0,155254.0,189943.0,19837.0,745.0,0,2,0,12,0,64,0,0,0,0.0
605929.0,16.2,865590.0,244248.66242116605,325926.0,15300.0,710.0,1,10,0,13,0,35,0,0,1,0.0
983000.9210962962,8.9,112684.0,135212.0,84664.0,14629.0,723.1333176663934,2,0,0,9,0,33,0,4,0,0.0
719511.0,24.3,732512.0,111056.0,342266.0,6500.0,749.0,2,10,0,10,0,35,0,0,0,1.0
660421.0,9.6,157256.0,230532.43621427933,79040.0,17281.0,730.0,2,2,0,7,0,36,0,0,0,0.0
839838.0,19.7,357522.0,265210.0,228798.0,15677.0,742.0,1,5,0,13,0,34,0,0,0,0.0
1252917.0,16.0,269654.0,214258.0,71022.0,19525.0,738.0,1,8,0,10,0,33,0,0,0,0.0
1472103.7687829533,18.0,1447468.0,215490.0,612541.0,24039.0,733.8374027745089,0,5,0,18,0,31,0,0,0,0.0
953230.0,20.2,353408.0,258280.0,246924.0,14775.0,735.0,1,4,0,10,0,50,0,0,0,0.0
1693371.2258847188,19.5,1113222.0,239712.0,460522.0,31165.0,732.6805101543167,1,3,0,12,0,32,0,0,0,0.0
2052171.0,10.6,213950.0,259226.0,171836.0,20864.0,704.0,2,3,0,13,0,33,0,0,0,0.0
289997.0,4.7,80894.0,44770.0,6156.0,715.0,724.0,2,2,0,4,0,37,0,0,0,0.0
1211478.0,28.9,2763376.0,500434.0,517883.0,15043.0,740.0,1,10,0,14,0,33,0,0,0,0.0
956021.7814217751,30.4,565818.0,220968.0,333260.0,8667.0,727.3253079424724,2,7,2,6,3,49,1,0,0,0.0
749493.0,16.6,351846.0,121154.0,138263.0,11117.0,702.0,2,6,0,13,0,35,0,0,0,1.0
2616908.0,20.2,1266254.0,216436.0,804878.0,27478.0,716.0,1,10,0,21,0,80,0,0,0,0.0
908637.0,13.5,264264.0,179080.0,141493.0,10904.0,706.0,1,1,0,8,0,18,0,0,0,0.0
2259936.0,12.7,364276.0,218064.0,135603.0,19963.0,740.0,2,7,0,8,1,79,1,0,0,0.0
1136770.0,15.7,516538.0,276481.0004675368,323874.0,9568.0,745.0,1,8,0,7,0,34,0,0,0,0.0
760608.0,15.8,112222.0,143110.0,83353.0,9761.0,731.0,2,2,0,10,0,35,0,0,0,1.0
2639252.0,40.7,730840.0,763994.0,335787.0,29252.0,699.0,1,6,0,12,0,26,0,0,1,0.0
569392.0,9.0,347622.0,288816.0,202046.0,11625.0,717.0,0,2,0,7,0,33,0,0,0,1.0
1689917.0,16.0,183018.0,174702.0,37449.0,8351.0,709.0,1,10,0,12,1,75,1,1,1,0.0
1747069.0,21.6,245564.0,196372.0,138909.0,23149.0,750.0,1,10,0,6,0,31,0,1,0,0.0
852777.0,5.8,516142.0,252380.1773898302,172501.0,16132.0,720.0,2,5,0,16,0,35,0,0,0,0.0
1743350.3638873133,11.1,1037938.0,417450.0,493924.0,25055.0,727.2990378497818,2,0,0,10,0,34,0,0,0,0.0
1096876.9764649412,18.6,530992.0,398486.0,181602.0,6213.0,722.5087682686186,1,7,0,10,1,67,1,2,0,0.0
1093982.0,22.5,540540.0,107360.0,97565.0,18415.0,723.0,1,5,0,23,0,31,0,0,0,1.0
1927776.3738765023,25.5,1847472.0,529958.0,553641.0,25260.0,734.1969311001386,1,3,0,17,0,8,0,0,0,0.0
744496.0,19.4,721886.0,172414.0,162089.0,8500.0,728.0,2,10,0,9,0,35,0,0,0,0.0
620958.0,14.9,422928.0,224686.0,115786.0,8072.0,721.0,0,0,0,13,0,35,0,0,0,0.0
1341590.0,20.9,700942.0,215754.0,494589.0,21801.0,732.0,1,8,0,12,0,30,0,0,0,0.0
963547.0,30.0,6148120.0,336248.0,2097353.0,21086.0,748.0,1,10,0,11,0,33,0,0,0,1.0
1299334.0,30.1,124300.0,261646.0,101118.0,11369.0,666.0,2,9,0,6,0,26,0,9,1,1.0
620103.0,22.9,1619750.0,336578.0,268584.0,7441.0,747.0,1,10,0,13,0,34,0,0,0,0.0
1254760.0,20.8,221386.0,134112.0,166535.0,11816.0,740.0,0,8,0,6,0,32,0,0,0,0.0
1205265.0,13.0,214544.0,332288.0,52991.0,21795.0,745.0,1,0,0,10,1,43,1,0,0,1.0
1673577.0,21.3,633160.0,129184.0,152019.0,3863.0,747.0,1,10,0,8,0,13,0,4,0,0.0
2242342.0,21.8,253022.0,442618.0,145958.0,17434.0,673.0,1,2,0,11,0,24,0,2,1,0.0
778696.0,14.7,205018.0,135256.0,97204.0,13368.0,747.0,0,8,0,4,0,32,0,0,0,1.0
1059212.0,9.9,539308.0,160556.0,329308.0,30452.0,732.0,2,3,0,11,0,51,0,0,0,0.0
1079627.473215947,22.6,1707816.0,213972.0,376105.0,11798.0,732.1281774163067,0,3,0,21,0,27,0,4,0,0.0
1261524.0,19.6,1470744.0,644050.0,617310.0,17241.0,742.0,2,4,0,11,0,35,0,0,0,0.0
2081640.0,15.0,2260918.0,382709.59974051325,267501.0,26888.0,743.0,1,3,0,17,0,30,0,0,0,0.0
660571.1388547627,19.8,411356.0,157520.0,81358.0,2758.0,732.7088269274371,2,2,0,10,0,29,0,0,0,0.0
953496.0,16.0,163064.0,134222.0,110979.0,8431.0,687.0,1,9,0,9,0,82,0,0,1,0.0
749816.0,24.7,772024.0,339482.0,424042.0,11385.0,674.0,1,0,0,17,1,43,1,0,1,0.0
1500392.0,26.0,842974.0,542916.0,588981.0,21506.0,732.0,1,5,0,11,0,33,0,0,0,0.0
1257610.0,16.5,821480.0,448052.0,167428.0,27562.0,676.0,2,8,0,14,0,58,0,0,1,1.0
1070004.0,19.1,1769130.0,434720.0,557688.0,18458.0,729.0,2,3,0,12,0,36,0,0,1,0.0
2804115.0,18.7,1702976.0,692670.0,633897.0,48838.0,644.0,1,10,0,29,0,30,0,2,1,0.0
2661045.0,20.1,922526.0,359854.0,719435.0,36146.0,707.0,1,10,0,11,0,18,0,0,1,0.0
845690.0,8.9,319880.0,319880.0,181507.0,9937.0,700.0,1,5,0,5,0,40,0,2,0,0.0
1163408.0,8.5,445808.0,318010.0,244872.0,17063.0,721.0,2,6,0,14,0,35,0,0,0,0.0
1243531.0,15.5,133012.0,221518.0,64106.0,13368.0,706.0,0,9,0,8,0,12,0,0,0,1.0
870258.5324467614,22.5,901538.0,215292.0,242915.0,6099.0,735.3596680018021,1,2,0,6,0,34,0,0,0,0.0
718485.0,12.8,645216.0,257256.19489917072,324862.0,17064.0,742.0,1,3,0,10,0,35,0,0,0,0.0
1326941.0,17.0,487102.0,316074.0,424061.0,28419.0,727.0,1,6,0,9,0,34,0,0,1,1.0
458337.0,44.5,370370.0,66594.0,79971.0,11841.0,741.0,2,8,0,4,1,70,1,0,0,1.0
1122387.0,22.9,425744.0,336116.0,277970.0,7913.0,718.0,2,5,0,9,0,35,0,0,0,0.0
1412304.613076442,17.8,218680.0,264946.0,159961.0,22782.0,700.8019564888604,2,10,0,24,0,34,0,0,1,0.0
1166255.5963895656,14.0,823702.0,343860.0,318687.0,10085.0,699.8272952268965,1,10,0,10,0,34,0,2,1,0.0
1550491.835241931,15.2,421058.0,432564.0,298205.0,19365.0,693.8351221785072,1,10,0,12,0,33,0,0,1,1.0
567378.0,20.5,238326.0,131384.0,45904.0,7414.0,724.0,2,4,0,11,0,36,0,0,0,0.0
575814.0,15.6,253264.0,223637.59713773953,194655.0,12092.0,679.0,2,10,0,8,0,34,0,10,0,0.0
1273931.0,21.1,867108.0,453134.0,191710.0,13907.0,742.0,1,10,0,12,0,32,0,1,0,1.0
3640172.0,19.4,1076790.0,129690.0,467761.0,43075.0,746.0,1,6,0,19,0,27,0,0,0,0.0
1004397.0,8.8,319704.0,123002.0,146072.0,9207.0,722.0,2,10,0,12,0,16,0,0,0,0.0
548017.0,13.8,168410.0,190696.90204209252,72428.0,2626.0,731.0,2,10,0,15,0,15,0,0,0,0.0
844854.0,10.5,255794.0,311256.0,165908.0,13166.0,728.0,2,5,0,9,0,10,0,0,0,0.0
484424.0,15.3,1184942.0,215761.64915554167,265050.0,9204.0,739.0,0,10,0,16,0,33,0,0,0,0.0
1009812.0,14.4,1215522.0,441232.0,463999.0,10435.0,737.0,1,10,0,10,0,34,0,0,1,1.0
3016896.0,22.3,2102936.0,69872.0,317832.0,11741.0,742.0,1,2,0,15,0,28,0,2,0,0.0
1853322.571051064,14.4,4023690.0,624184.0,809666.0,15705.0,733.2993346764972,1,6,0,8,0,33,0,0,0,0.0
758556.0,14.3,434654.0,219582.0,196327.0,24527.0,732.0,1,10,0,11,0,34,0,0,0,0.0
868490.0,17.4,382954.0,181258.0,108490.0,16212.0,720.0,1,6,0,9,1,41,1,0,0,0.0
750348.0,11.9,95524.0,65164.0,26315.0,12318.0,681.0,2,3,0,8,1,64,0,1,0,0.0
1039850.8327028839,18.7,172722.0,64790.0,146186.0,19270.0,727.3100343921556,2,0,0,4,1,38,0,0,0,0.0
1088168.0,15.9,397078.0,112178.0,241775.0,17592.0,727.0,1,3,0,11,0,52,0,0,0,0.0
1711463.0,17.8,581812.0,336028.0,422085.0,20538.0,691.0,1,4,0,11,0,27,0,0,0,0.0
803028.0866325813,14.2,164912.0,171468.0,110656.0,6977.0,731.4772896496448,1,1,0,6,0,49,0,0,0,0.0
1155846.0,28.6,446688.0,178442.0,58254.0,4787.0,745.0,2,10,0,14,0,48,0,10,0,0.0
1230126.346977387,23.7,719686.0,428208.0,121828.0,9362.0,702.6037017365173,2,10,0,11,0,35,0,1,1,0.0
1128033.0440925793,12.6,606892.0,200376.0,165623.0,15819.0,709.7613435370582,2,4,0,23,0,38,0,9,0,1.0
1158088.0,18.1,300520.0,346060.0,182191.0,20074.0,725.0,1,10,0,12,0,5,0,0,1,0.0
1511336.0,16.3,1034726.0,353702.918915363,658597.0,17254.0,745.0,1,10,0,11,0,33,0,0,0,0.0
2009619.9808452143,13.3,666996.0,395340.0,495406.0,35146.0,700.0200931738467,1,10,0,12,0,33,0,0,1,0.0
1021288.0,19.3,745360.0,258016.0,305121.0,16851.0,740.0,2,0,0,13,0,44,0,0,0,1.0
3856715.0,18.8,1685530.0,224180.0,1406190.0,62672.0,743.0,2,0,0,22,0,9,0,0,0,1.0
1270138.2330029446,14.6,477312.0,218790.0,244036.0,19530.0,729.5493566670442,1,10,0,15,0,33,0,0,0,0.0
681169.0,9.9,409288.0,234366.0,260167.0,7413.0,740.0,0,3,0,8,0,34,0,0,0,0.0
744800.0,15.3,265672.0,261250.0,161766.0,4854.0,697.0,2,4,0,11,0,74,0,0,0,0.0
4477065.0,22.5,529342.0,352946.0,363907.0,17647.0,746.0,1,4,0,5,0,27,0,0,0,0.0
983383.6236383147,13.8,259842.0,151514.0,160455.0,13511.0,731.2543242375472,1,2,0,9,0,34,0,0,0,0.0
931190.0,27.0,310948.0,257686.0,145027.0,24987.0,642.0,0,4,0,10,1,48,1,1,1,1.0
1012871.0,10.0,162844.0,173756.0,138814.0,15531.0,709.0,2,1,0,20,0,65,0,4,0,1.0
5605950.0,23.1,976074.0,757306.0,654987.0,36532.0,719.0,1,1,0,12,0,9,0,0,0,0.0
1219316.4808509955,18.5,394196.0,351296.0,176681.0,12447.0,697.8432984182762,0,10,0,10,0,29,0,0,1,1.0
1528645.0,10.5,405922.0,214808.0,211052.0,18854.0,730.0,1,5,0,12,0,38,0,0,1,0.0
605131.0,29.5,1191542.0,313588.0,410590.0,7716.0,724.0,1,0,0,10,0,35,0,0,1,1.0
2910306.0,26.4,2319856.0,781088.0,1097915.0,49960.0,738.0,1,10,0,16,0,30,0,0,0,1.0
1056913.0,12.0,341814.0,178002.0,234688.0,17880.0,697.0,2,10,0,19,0,34,0,0,0,0.0
851409.0,11.0,535788.0,242591.70700366364,128630.0,13410.0,747.0,2,4,0,4,0,36,0,0,0,0.0
2826915.0,31.6,377652.0,380798.0,274284.0,43110.0,684.0,2,10,0,6,0,19,0,0,0,0.0
760988.0,18.5,235906.0,74888.0,17518.0,11161.0,750.0,2,0,0,14,0,34,0,1,0,0.0
865602.0,18.8,259402.0,196108.0,185478.0,11397.0,715.0,1,10,0,11,1,29,1,0,0,0.0
1115439.1363953599,27.5,1063040.0,357346.0,255227.0,7827.0,733.7445076836543,1,10,0,21,0,70,0,0,0,0.0
669978.0,18.2,872564.0,301686.0,231344.0,10217.0,748.0,1,10,0,9,0,34,0,0,0,0.0
1605442.8060651724,24.0,851642.0,112046.0,547219.0,33728.0,733.8165481885364,1,8,0,9,0,32,0,0,0,0.0
1390154.0,15.7,51700.0,178860.0,1425.0,6117.0,731.0,2,10,0,2,0,34,0,1,0,0.0
746244.0,32.0,134640.0,125290.0,3496.0,8582.0,733.0,0,8,0,9,1,27,1,0,0,1.0
2172877.1453829496,23.2,706838.0,223410.0,186200.0,49088.0,719.789203369868,2,10,0,18,1,38,1,4,0,0.0
2377622.0,13.9,2190276.0,770858.0,1483026.0,44778.0,689.0,1,8,0,23,0,69,0,0,1,0.0
1151020.0,14.9,648670.0,311696.0,242573.0,19567.0,735.0,2,0,0,12,0,35,0,0,0,0.0
622364.0,10.3,322982.0,174702.0,179360.0,9595.0,748.0,1,1,0,7,0,18,0,0,0,0.0
1390705.0,7.7,210232.0,201278.0,108946.0,11184.0,736.0,1,2,0,9,0,33,0,0,0,0.0
1586899.0,17.3,745272.0,540430.0,449920.0,25258.0,654.0,2,10,0,14,0,35,0,0,1,0.0
925547.0,10.9,465410.0,140734.0,273334.0,17123.0,733.0,1,2,0,12,0,80,0,0,0,0.0
1625564.0,18.7,332992.0,389422.0,198702.0,9130.0,701.0,2,10,1,7,2,1,1,0,0,0.0
720404.0,14.0,498344.0,349580.0,347757.0,20051.0,716.0,2,10,0,9,0,71,0,0,1,0.0
3752880.0,16.6,695244.0,217272.0,429305.0,27959.0,735.0,2,5,0,10,0,28,0,8,0,0.0
1303666.0,12.0,414612.0,316193.84208241256,129618.0,31071.0,726.0,1,10,0,12,0,1,0,0,0,0.0
1318296.0,11.1,283052.0,218064.0,36423.0,9722.0,747.0,2,0,0,5,0,35,0,0,0,0.0
422161.0,37.0,1367652.0,154836.0,401603.0,10624.0,720.0,0,10,0,12,0,9,0,0,0,0.0
994517.0,14.7,205964.0,237512.0,91067.0,19145.0,698.0,0,10,0,10,0,47,0,0,1,1.0
2513453.0,33.6,437624.0,432689.57003959257,191615.0,36445.0,739.0,2,10,0,11,1,70,1,0,0,0.0
1364656.0,41.3,1424852.0,445104.0,595574.0,9382.0,734.0,1,10,0,20,0,3,0,0,0,0.0
1629837.1812092387,17.5,332200.0,334026.0,160379.0,26841.0,724.1971402230146,1,2,0,6,1,40,1,1,0,0.0
2095643.0,27.4,1047222.0,308836.0,667470.0,45929.0,741.0,1,10,0,24,0,30,0,0,0,0.0
1013479.0,22.0,1114234.0,230362.0,542735.0,24307.0,731.0,1,10,0,16,0,34,0,0,1,0.0
923951.0,13.5,557348.0,334334.0,234897.0,12396.0,734.0,2,5,0,10,0,30,0,0,0,1.0
1475198.0,24.9,19280426.0,376308.3503439626,1132286.0,17543.0,751.0,1,8,0,10,0,31,0,0,0,0.0
1294718.2320084497,18.4,878746.0,430100.0,181374.0,11027.0,730.0708339680536,1,10,0,31,0,12,0,0,0,0.0
777024.0,17.4,299002.0,224928.0,228798.0,10166.0,727.0,2,2,0,6,0,25,0,0,0,0.0
1449073.0,15.4,824340.0,219472.0,229957.0,19925.0,739.0,1,10,2,11,2,38,0,0,0,0.0
849452.0,13.2,743336.0,437140.0,298509.0,15148.0,733.0,2,8,0,16,0,35,0,0,0,0.0
1042397.0,17.0,424864.0,266969.00487278344,207309.0,13986.0,729.0,2,10,0,12,1,77,1,0,0,0.0
864120.0,22.5,367004.0,450296.0,59280.0,18579.0,739.0,1,10,0,7,0,38,0,0,1,1.0
858610.0,15.4,194524.0,166408.0,139270.0,11756.0,740.0,1,3,0,5,0,34,0,0,0,0.0
974909.0,15.4,412060.0,199210.0,133456.0,10643.0,733.0,2,0,0,12,0,33,0,0,0,0.0
1410241.828972876,17.0,181742.0,355344.0,108300.0,19012.0,721.8746181331849,2,5,0,8,0,13,0,0,0,1.0
2304027.2105116737,19.1,444488.0,777854.0,364686.0,28950.0,727.5208146333266,1,6,0,8,0,8,0,0,0,0.0
1077471.0,12.0,82940.0,54714.0,11533.0,15803.0,748.0,2,6,0,11,0,75,0,1,0,0.0
1292988.0,18.5,833800.0,223454.0,604884.0,13576.0,737.0,1,2,0,9,0,26,0,0,0,1.0
2365367.0,23.6,3007136.0,152152.0,1742642.0,47347.0,742.0,1,5,0,16,0,32,0,4,0,0.0
664544.0,13.6,308242.0,87934.0,207100.0,12238.0,738.0,2,10,0,8,0,35,0,1,0,1.0
1780488.4527149098,27.2,828146.0,521708.0,446291.0,22141.0,704.581781858536,1,10,0,18,0,32,0,0,1,0.0
2450005.6257607136,21.0,2122758.0,567490.0,291498.0,41571.0,705.8367064302575,1,2,0,14,0,31,0,0,1,0.0
1150032.0,5.1,499774.0,213048.0,243010.0,21947.0,719.0,2,0,0,8,0,35,0,0,0,0.0
844493.0,12.8,417296.0,21736.0,284354.0,18367.0,722.0,0,2,0,10,0,29,0,1,0,0.0
1045323.0,16.3,299090.0,440132.0,181070.0,11847.0,732.0,2,10,0,4,0,33,0,0,1,0.0
1297852.0,16.5,6025998.0,202576.0,1155352.0,7430.0,748.0,1,5,0,7,0,34,0,1,0,0.0
1581579.0,16.7,443630.0,396418.0,292334.0,28995.0,677.0,1,10,0,7,0,34,0,0,1,0.0
1166220.0,16.4,529166.0,339834.0,245404.0,18271.0,700.0,1,10,0,15,0,17,0,0,0,0.0
1738215.0,18.8,346742.0,435512.0,261421.0,53885.0,663.0,2,5,0,12,1,58,1,3,0,0.0
1598052.0,20.6,2422068.0,435380.0,1020794.0,31029.0,745.0,1,10,0,17,0,34,0,0,1,0.0
992898.0254349342,10.8,335104.0,220286.0,177403.0,10714.0,726.8507395087864,2,5,0,17,0,73,0,0,0,0.0
940120.0,13.5,753522.0,397320.0,463353.0,20604.0,695.0,1,5,0,15,0,35,0,0,1,1.0
1066812.0,11.6,459800.0,157586.0,222376.0,32182.0,715.0,1,9,0,14,1,40,1,0,0,1.0
1225747.0,24.6,205304.0,218350.0,112594.0,13585.0,739.0,0,10,0,7,1,50,1,0,0,0.0
930906.7353129282,19.0,121066.0,130878.0,28652.0,13297.0,726.8598194863135,1,10,0,10,1,20,1,0,0,0.0
960165.0,13.7,231220.0,191224.0,37544.0,12082.0,708.0,2,7,0,11,2,50,2,0,0,0.0
1655223.0,45.6,873290.0,180378.0,263986.0,22345.0,721.0,2,0,0,9,0,12,0,0,0,0.0
862619.0,11.4,173360.0,240781.4509494824,56582.0,15168.0,735.0,2,5,0,9,0,70,0,0,0,0.0
2714264.0,21.2,1397352.0,448976.0,637184.0,43880.0,720.0,2,10,0,41,0,29,0,0,0,0.0
585713.0,15.0,206778.0,231528.0,156978.0,13227.0,707.0,2,7,0,7,1,76,1,0,0,1.0
2123811.1769760153,19.1,590634.0,450780.0,374927.0,37017.0,729.8286488656737,1,3,0,13,0,31,0,0,0,0.0
2157773.0,22.2,660374.0,482152.0,494475.0,39559.0,743.0,2,4,0,10,0,13,0,0,0,0.0
1228464.0,14.1,553674.0,545446.0,299820.0,34294.0,737.0,1,7,0,9,0,33,0,0,0,0.0
753464.0,14.3,516692.0,133056.0,319504.0,10862.0,740.0,2,0,0,12,0,36,0,0,0,0.0
998374.0,6.5,389092.0,200090.0,153900.0,7987.0,743.0,2,3,0,8,0,35,0,0,0,1.0
1160862.0,14.8,730092.0,337071.71989492106,607202.0,25442.0,704.0,1,6,0,9,0,13,0,0,0,0.0
1612416.0,15.0,599214.0,329472.0,307914.0,18409.0,701.0,1,7,0,12,0,7,0,0,0,0.0
497059.0,18.5,1170268.0,198682.0,270864.0,5634.0,742.0,2,2,0,15,0,18,0,0,0,1.0
3153810.0,32.0,166100.0,110660.0,77026.0,36794.0,721.0,2,10,0,12,0,6,0,0,0,0.0
829176.4840143952,7.6,758758.0,215160.0,172995.0,5149.0,728.0797739327849,2,1,0,16,0,35,0,0,0,0.0
2515448.0,19.3,1425028.0,268862.0,963642.0,35007.0,741.0,1,10,0,21,0,53,0,0,0,1.0
801724.0,9.5,192236.0,293612.0,104595.0,8953.0,733.0,1,4,0,7,0,34,0,0,0,1.0
1251435.0,18.5,263098.0,187264.0,115653.0,29409.0,717.0,2,4,0,18,0,23,0,10,0,1.0
3260839.3774138405,20.6,1824306.0,626538.0,967385.0,63515.0,701.585690797398,1,3,0,17,0,47,0,0,1,0.0
553673.7698000269,35.4,158840.0,102080.0,38950.0,2042.0,721.2464102447574,0,8,0,7,2,63,1,1,0,1.0
575415.0,16.8,1103036.0,203764.0,324843.0,4316.0,740.0,1,0,0,7,0,35,0,0,0,0.0
564699.0,12.0,71808.0,91542.0,14079.0,4875.0,704.0,2,1,0,3,0,58,0,0,0,0.0
1053607.0,9.4,152790.0,271467.71066517045,118085.0,19667.0,749.0,1,5,0,5,0,34,0,0,0,0.0
1147790.0,9.4,937332.0,288332.0,87419.0,13104.0,719.0,1,4,0,16,1,40,1,0,0,0.0
1258769.0,4.8,505670.0,276056.0,89528.0,20035.0,733.0,2,0,0,15,0,2,0,0,0,0.0
2293908.0,16.7,1162260.0,774708.0,736763.0,43584.0,667.0,1,2,0,14,0,33,0,0,1,0.0
859959.0,21.0,561748.0,437030.0,227050.0,6787.0,657.0,2,1,0,4,0,38,0,0,1,0.0
985815.0,18.1,227876.0,108504.0,104899.0,10351.0,729.0,2,8,0,11,3,51,3,0,0,1.0
1614202.0,27.0,1064250.0,769626.0,645221.0,31477.0,685.0,1,7,0,10,0,36,0,0,1,0.0
936985.0,14.4,617804.0,175758.0,125381.0,13196.0,736.0,1,10,0,12,0,26,0,0,0,0.0
1928120.0,17.1,734866.0,178596.0,587062.0,32457.0,744.0,1,4,0,9,1,40,1,0,0,0.0
1191408.5235077706,13.4,189794.0,261646.0,157358.0,15682.0,695.58461265062,1,3,0,11,0,36,0,0,1,1.0
1611864.4245198327,30.8,600358.0,365574.0,391989.0,23773.0,706.8917824971013,1,7,0,11,0,64,0,0,1,0.0
4906028.0,13.8,374792.0,785862.0,72504.0,32830.0,705.0,1,10,2,13,2,31,0,1,0,0.0
2169610.0,30.5,556534.0,757988.0,421515.0,11861.0,711.0,1,10,0,8,0,32,0,0,1,1.0
1245507.0,13.4,237336.0,332816.0,171152.0,14385.0,697.0,2,3,0,6,0,36,0,0,1,0.0
886819.4202714188,11.9,303402.0,183018.0,149093.0,8963.0,730.1639863038348,1,5,0,9,0,34,0,0,0,0.0
1297712.7218763586,14.3,100342.0,223036.0,77653.0,21230.0,731.0980091096095,0,2,0,3,0,32,0,1,0,0.0
1112412.0,8.0,197560.0,188914.0,114323.0,12422.0,731.0,2,1,0,9,0,35,0,0,0,0.0
1587070.0,26.5,2001472.0,302676.0,618830.0,20235.0,720.0,1,10,0,11,0,61,0,0,1,0.0
887034.0,16.0,796334.0,446116.0,513760.0,9240.0,692.0,1,6,0,12,0,36,0,0,1,0.0
1119024.0,29.5,470734.0,431904.0,323608.0,16599.0,681.0,1,8,0,11,0,34,0,0,1,0.0
3708401.0,11.8,883124.0,647328.0,509485.0,27071.0,676.0,2,3,0,14,0,42,0,0,1,0.0
1270055.0,20.2,574420.0,21780.0,81358.0,14077.0,725.0,1,8,0,8,1,40,1,0,0,0.0
1113552.0,14.1,612106.0,296004.0083846998,276469.0,22271.0,737.0,2,1,0,18,0,25,0,0,0,0.0
548837.7371680324,9.1,101442.0,40546.0,51585.0,4553.0,720.7924138207586,0,0,0,9,0,3,0,4,0,1.0
3062667.5397157203,20.8,968682.0,534446.0,798095.0,62407.0,728.1657558256426,1,8,0,7,0,30,0,0,0,0.0
1172224.0,26.7,716232.0,152218.0,575871.0,4249.0,728.0,1,5,0,6,0,42,0,1,0,0.0
666064.0,13.7,801460.0,158664.0,154356.0,5423.0,738.0,2,8,0,13,0,4,0,0,0,0.0
832770.0,16.5,636856.0,156970.0,52250.0,1145.0,750.0,2,0,0,7,0,0,0,6,0,0.0
1010268.0,10.9,265936.0,258302.0,170867.0,15744.0,706.0,0,10,0,13,0,36,0,0,0,0.0
792449.9262797785,21.8,650562.0,108372.0,383743.0,7886.0,733.3377497670489,2,2,0,9,0,32,0,0,0,0.0
859180.519667972,24.5,349206.0,153736.0,256652.0,8877.0,733.870543862271,1,10,0,10,0,34,0,0,0,0.0
3146362.0,26.2,818048.0,325292.0,132829.0,24148.0,708.0,1,8,0,6,0,8,0,0,1,0.0
2226477.0,18.7,820204.0,555610.0,393148.0,31356.0,738.0,1,4,0,18,0,31,0,0,1,0.0
1179786.0,17.0,522082.0,196724.0,353495.0,27627.0,737.0,2,5,0,10,0,38,0,0,0,0.0
1046045.0,14.1,150964.0,484374.0,120726.0,24233.0,708.0,2,10,0,6,0,27,0,0,0,1.0
1735137.0,24.9,647306.0,377198.36890801764,446120.0,29208.0,744.0,1,10,0,13,0,56,0,0,0,0.0
783712.0,38.8,454586.0,247779.04290001182,268147.0,12278.0,734.0,1,10,0,11,0,6,0,0,0,0.0
349391.0,12.7,0.0,11242.0,0.0,1243.0,747.0,2,0,0,4,0,0,0,1,0,0.0
2013563.0,26.8,1002584.0,399674.0,684038.0,32720.0,724.0,1,10,0,14,0,32,0,0,1,0.0
742748.0,9.0,230010.0,301004.0,84816.0,11717.0,660.0,2,1,0,9,0,37,0,0,1,1.0
684133.0,29.5,1487134.0,92422.0,262010.0,8552.0,747.0,2,0,0,6,0,36,0,1,1,0.0
644765.0,11.3,625922.0,247014.4440337487,299478.0,16173.0,736.0,1,1,0,16,0,34,0,0,0,0.0
630705.0,10.3,436018.0,225792.52536351682,240616.0,8935.0,715.0,2,7,0,17,0,19,0,12,0,0.0
